Country,Province1,Province2,PeopleNumber
US,Michigan,Michigan Department of Corrections (MDOC),33635
US,Michigan,Midland,83022
US,Michigan,Missaukee,15152
US,Michigan,Monroe,151152
US,Michigan,Montcalm,63792
US,Michigan,Montmorency,9434
US,Michigan,Muskegon,173500
US,Michigan,Newaygo,49262
US,Michigan,Oakland,1259360
US,Michigan,Oceana,26291
US,Michigan,Ogemaw,21227
US,Michigan,Ontonagon,5558
US,Michigan,Osceola,23626
US,Michigan,Oscoda,8275
US,Michigan,Otsego,24722
US,Michigan,Ottawa,295874
US,Michigan,Out of MI,0
US,Michigan,Presque Isle,12380
US,Michigan,Roscommon,24433
US,Michigan,Saginaw,190035
US,Michigan,Sanilac,41126
US,Michigan,Schoolcraft,8194
US,Michigan,Shiawassee,68100
US,Michigan,St. Clair,159322
US,Michigan,St. Joseph,61068
US,Michigan,Tuscola,51469
US,Michigan,Unassigned,0
US,Michigan,Van Buren,76069
US,Michigan,Washtenaw,363837
US,Michigan,Wayne,1739120
US,Michigan,Wexford,34001
US,Minnesota,Aitkin,15884
US,Minnesota,Anoka,363881
US,Minnesota,Becker,34491
US,Minnesota,Beltrami,48094
US,Minnesota,Benton,41647
US,Minnesota,Big Stone,4993
US,Minnesota,Blue Earth,68203
US,Minnesota,Brown,24774
US,Minnesota,Carlton,35969
US,Minnesota,Carver,108201
US,Minnesota,Cass,30315
US,Minnesota,Chippewa,11598
US,Minnesota,Chisago,57793
US,Minnesota,Clay,64632
US,Minnesota,Clearwater,8824
US,Minnesota,Cook,5539
US,Minnesota,Cottonwood,11070
US,Minnesota,Crow Wing,65577
US,Minnesota,Dakota,436983
US,Minnesota,Dodge,21268
US,Minnesota,Douglas,38503
US,Minnesota,Faribault,13487
US,Minnesota,Fillmore,21113
US,Minnesota,Freeborn,29883
US,Minnesota,Goodhue,46422
US,Minnesota,Grant,5938
US,Minnesota,Hennepin,1281680
US,Minnesota,Houston,18656
US,Minnesota,Hubbard,21891
US,Minnesota,Isanti,41888
US,Minnesota,Itasca,45288
US,Minnesota,Jackson,9748
US,Minnesota,Kanabec,16519
US,Minnesota,Kandiyohi,43777
US,Minnesota,Kittson,4358
US,Minnesota,Koochiching,11825
US,Minnesota,Lac qui Parle,6541
US,Minnesota,Lake,10703
US,Minnesota,Lake of the Woods,3746
US,Minnesota,Le Sueur,29485
US,Minnesota,LeSeur,4109
US,Minnesota,Lincoln,5581
US,Minnesota,Lyon,25256
US,Minnesota,Mahnomen,5587
US,Minnesota,Marshall,9242
US,Minnesota,Martin,19505
US,Minnesota,McLeod,36025
US,Minnesota,Meeker,23376
US,Minnesota,Mille Lacs,26631
US,Minnesota,Morrison,33842
US,Minnesota,Mower,39902
US,Minnesota,Murray,8074
US,Minnesota,Nicollet,34424
US,Minnesota,Nobles,21399
US,Minnesota,Norman,6167
US,Minnesota,Olmsted,162163
US,Minnesota,Otter Tail,58898
US,Minnesota,Pennington,14011
US,Minnesota,Pine,29801
US,Minnesota,Pipestone,9124
US,Minnesota,Polk,31270
US,Minnesota,Pope,11557
US,Minnesota,Ramsey,553219
US,Minnesota,Red Lake,4181
US,Minnesota,Redwood,15006
US,Minnesota,Renville,14426
US,Minnesota,Rice,67784
US,Minnesota,Rock,9143
US,Minnesota,Roseau,15179
US,Minnesota,Scott,152657
US,Minnesota,Sherburne,99800
US,Minnesota,Sibley,14601
US,Minnesota,St. Louis,197840
US,Minnesota,Stearns,163913
US,Minnesota,Steele,36471
US,Minnesota,Stevens,9911
US,Minnesota,Swift,9152
US,Minnesota,Todd,24852
US,Minnesota,Traverse,3195
US,Minnesota,Unassigned,0
US,Minnesota,Wabasha,21591
US,Minnesota,Wadena,13600
US,Minnesota,Waseca,18508
US,Minnesota,Washington,269522
US,Minnesota,Watonwan,10677
US,Minnesota,Wilkin,6133
US,Minnesota,Winona,49982
US,Minnesota,Wright,142505
US,Minnesota,Yellow Medicine,9529
US,Mississippi,Adams,29991
US,Mississippi,Alcorn,37239
US,Mississippi,Amite,12237
US,Mississippi,Attala,17866
US,Mississippi,Benton,8291
US,Mississippi,Bolivar,29654
US,Mississippi,Calhoun,14219
US,Mississippi,Carroll,10001
US,Mississippi,Chickasaw,17109
US,Mississippi,Choctaw,8100
US,Mississippi,Claiborne,8820
US,Mississippi,Clarke,15453
US,Mississippi,Clay,19140
US,Mississippi,Coahoma,21162
US,Mississippi,Copiah,27395
US,Mississippi,Covington,18258
US,Mississippi,DeSoto,190971
US,Mississippi,Forrest,74867
US,Mississippi,Franklin,7623
US,Mississippi,George,25280
US,Mississippi,Greene,12766
US,Mississippi,Grenada,20306
US,Mississippi,Hancock,48340
US,Mississippi,Harrison,211672
US,Mississippi,Hinds,223872
US,Mississippi,Holmes,16142
US,Mississippi,Humphreys,7680
US,Mississippi,Issaquena,1367
US,Mississippi,Itawamba,23248
US,Mississippi,Jackson,144597
US,Mississippi,Jasper,16299
US,Mississippi,Jefferson,6784
US,Mississippi,Jefferson Davis,10954
US,Mississippi,Jones,67902
US,Mississippi,Kemper,9760
US,Mississippi,Lafayette,54973
US,Mississippi,Lamar,64755
US,Mississippi,Lauderdale,71899
US,Mississippi,Lawrence,12862
US,Mississippi,Leake,22776
US,Mississippi,Lee,85756
US,Mississippi,Leflore,27317
US,Mississippi,Lincoln,34039
US,Mississippi,Lowndes,58265
US,Mississippi,Madison,107520
US,Mississippi,Marion,24215
US,Mississippi,Marshall,35010
US,Mississippi,Monroe,34670
US,Mississippi,Montgomery,9337
US,Mississippi,Neshoba,29052
US,Mississippi,Newton,20344
US,Mississippi,Noxubee,10151
US,Mississippi,Oktibbeha,50263
US,Mississippi,Panola,34264
US,Mississippi,Pearl River,55959
US,Mississippi,Perry,12083
US,Mississippi,Pike,39104
US,Mississippi,Pontotoc,32760
US,Mississippi,Prentiss,25202
US,Mississippi,Quitman,6266
US,Mississippi,Rankin,157313
US,Mississippi,Scott,27734
US,Mississippi,Sharkey,4213
US,Mississippi,Simpson,26540
US,Mississippi,Smith,15690
US,Mississippi,Stone,19014
US,Mississippi,Sunflower,22908
US,Mississippi,Tallahatchie,13505
US,Mississippi,Tate,28269
US,Mississippi,Tippah,21967
US,Mississippi,Tishomingo,19383
US,Mississippi,Tunica,9052
US,Mississippi,Unassigned,0
US,Mississippi,Union,29215
US,Mississippi,Walthall,13986
US,Mississippi,Warren,43957
US,Mississippi,Washington,41655
US,Mississippi,Wayne,19957
US,Mississippi,Webster,9491
US,Mississippi,Wilkinson,8328
US,Mississippi,Winston,17537
US,Mississippi,Yalobusha,11602
US,Mississippi,Yazoo,30884
US,Missouri,Adair,25077
US,Missouri,Andrew,17812
US,Missouri,Atchison,5063
US,Missouri,Audrain,25318
US,Missouri,Barry,35943
US,Missouri,Barton,11682
US,Missouri,Bates,15908
US,Missouri,Benton,19735
US,Missouri,Bollinger,12021
US,Missouri,Boone,183267
US,Missouri,Buchanan,85766
US,Missouri,Butler,42260
US,Missouri,Caldwell,8918
US,Missouri,Callaway,44321
US,Missouri,Camden,47089
US,Missouri,Cape Girardeau,79337
US,Missouri,Carroll,8585
US,Missouri,Carter,5780
US,Missouri,Cass,107802
US,Missouri,Cedar,14775
US,Missouri,Chariton,7364
US,Missouri,Christian,91697
US,Missouri,Clark,6725
US,Missouri,Clay,257124
US,Missouri,Clinton,20291
US,Missouri,Cole,76795
US,Missouri,Cooper,17875
US,Missouri,Crawford,23824
US,Missouri,Dade,7555
US,Missouri,Dallas,17070
US,Missouri,Daviess,8166
US,Missouri,DeKalb,12611
US,Missouri,Dent,15625
US,Missouri,Douglas,12837
US,Missouri,Dunklin,28437
US,Missouri,Franklin,104469
US,Missouri,Gasconade,14758
US,Missouri,Gentry,6517
US,Missouri,Greene,297150
US,Missouri,Grundy,9600
US,Missouri,Harrison,8268
US,Missouri,Henry,21856
US,Missouri,Hickory,9716
US,Missouri,Holt,4385
US,Missouri,Howard,9885
US,Missouri,Howell,40099
US,Missouri,Iron,10001
US,Missouri,Jackson,707465
US,Missouri,Jasper,123074
US,Missouri,Jefferson,226423
US,Missouri,Johnson,54944
US,Missouri,Kansas City,486404
US,Missouri,Knox,3947
US,Missouri,Laclede,35977
US,Missouri,Lafayette,33040
US,Missouri,Lawrence,38537
US,Missouri,Lewis,9650
US,Missouri,Lincoln,61813
US,Missouri,Linn,11682
US,Missouri,Livingston,15319
US,Missouri,Macon,15017
US,Missouri,Madison,11888
US,Missouri,Maries,8551
US,Missouri,Marion,28510
US,Missouri,McDonald,22585
US,Missouri,Mercer,3599
US,Missouri,Miller,26227
US,Missouri,Mississippi,12752
US,Missouri,Moniteau,16024
US,Missouri,Monroe,8660
US,Missouri,Montgomery,11677
US,Missouri,Morgan,21053
US,Missouri,New Madrid,16684
US,Missouri,Newton,58392
US,Missouri,Nodaway,21830
US,Missouri,Oregon,10471
US,Missouri,Osage,13541
US,Missouri,Ozark,9382
US,Missouri,Pemiscot,14903
US,Missouri,Perry,18860
US,Missouri,Pettis,42135
US,Missouri,Phelps,44617
US,Missouri,Pike,17902
US,Missouri,Platte,107726
US,Missouri,Polk,32019
US,Missouri,Pulaski,53827
US,Missouri,Putnam,4592
US,Missouri,Ralls,10459
US,Missouri,Randolph,24780
US,Missouri,Ray,23164
US,Missouri,Reynolds,6246
US,Missouri,Ripley,13024
US,Missouri,Saline,22503
US,Missouri,Schuyler,4792
US,Missouri,Scotland,4830
US,Missouri,Scott,37758
US,Missouri,Shannon,8120
US,Missouri,Shelby,5796
US,Missouri,St. Charles,408506
US,Missouri,St. Clair,9413
US,Missouri,St. Francois,68171
US,Missouri,St. Louis,294890
US,Missouri,St. Louis City,992177
US,Missouri,Ste. Genevieve,17928
US,Missouri,Stoddard,28547
US,Missouri,Stone,32454
US,Missouri,Sullivan,5801
US,Missouri,Taney,56346
US,Missouri,Texas,25182
US,Missouri,Unassigned,0
US,Missouri,Vernon,20705
US,Missouri,Warren,37415
US,Missouri,Washington,24324
US,Missouri,Wayne,12355
US,Missouri,Webster,40418
US,Missouri,Worth,1987
US,Missouri,Wright,18493
US,Montana,Beaverhead,9535
US,Montana,Big Horn,13227
US,Montana,Blaine,6495
US,Montana,Broadwater,6567
US,Montana,Carbon,10793
US,Montana,Carter,1296
US,Montana,Cascade,80722
US,Montana,Chouteau,5425
US,Montana,Custer,11022
US,Montana,Daniels,1612
US,Montana,Dawson,8479
US,Montana,Deer Lodge,9162
US,Montana,Fallon,2714
US,Montana,Fergus,10916
US,Montana,Flathead,107384
US,Montana,Gallatin,119938
US,Montana,Garfield,1260
US,Montana,Glacier,13603
US,Montana,Golden Valley,819
US,Montana,Granite,3395
US,Montana,Hill,16768
US,Montana,Jefferson,12475
US,Montana,Judith Basin,2129
US,Montana,Lake,30934
US,Montana,Lewis and Clark,71052
US,Montana,Liberty,2179
US,Montana,Lincoln,20346
US,Montana,Madison,8740
US,Montana,McCone,1654
US,Montana,Meagher,1872
US,Montana,Mineral,4577
US,Montana,Missoula,121520
US,Montana,Musselshell,4635
US,Montana,Park,16522
US,Montana,Petroleum,437
US,Montana,Phillips,3742
US,Montana,Pondera,5813
US,Montana,Powder River,1606
US,Montana,Powell,6764
US,Montana,Prairie,1091
US,Montana,Ravalli,45086
US,Montana,Richland,10699
US,Montana,Roosevelt,10874
US,Montana,Rosebud,8731
US,Montana,Sanders,12645
US,Montana,Sheridan,3155
US,Montana,Silver Bow,35267
US,Montana,Stillwater,9960
US,Montana,Sweet Grass,3805
US,Montana,Teton,6207
US,Montana,Toole,4538
US,Montana,Treasure,742
US,Montana,Unassigned,0
US,Montana,Valley,7376
US,Montana,Wheatland,2010
US,Montana,Wibaux,847
US,Montana,Yellowstone,163842
US,Nebraska,Adams,31061
US,Nebraska,Antelope,6278
US,Nebraska,Arthur,465
US,Nebraska,Banner,785
US,Nebraska,Blaine,435
US,Nebraska,Boone,5094
US,Nebraska,Box Butte,10883
US,Nebraska,Boyd,1857
US,Nebraska,Brown,2931
US,Nebraska,Buffalo,50273
US,Nebraska,Burt,6405
US,Nebraska,Butler,7962
US,Nebraska,Cass,26366
US,Nebraska,Cedar,8300
US,Nebraska,Chase,3898
US,Nebraska,Cherry,5541
US,Nebraska,Cheyenne,8166
US,Nebraska,Clay,6205
US,Nebraska,Colfax,10659
US,Nebraska,Cuming,8668
US,Nebraska,Custer,10671
US,Nebraska,Dakota,20074
US,Nebraska,Dawes,8357
US,Nebraska,Dawson,23297
US,Nebraska,Deuel,1740
US,Nebraska,Dixon,5508
US,Nebraska,Dodge,36245
US,Nebraska,Douglas,581199
US,Nebraska,Dundy,1551
US,Nebraska,Fillmore,5316
US,Nebraska,Franklin,2911
US,Nebraska,Frontier,2681
US,Nebraska,Furnas,4626
US,Nebraska,Gage,21549
US,Nebraska,Garden,1731
US,Nebraska,Garfield,1959
US,Nebraska,Gosper,1978
US,Nebraska,Grant,555
US,Nebraska,Greeley,2358
US,Nebraska,Hall,61487
US,Nebraska,Hamilton,9452
US,Nebraska,Harlan,3368
US,Nebraska,Hayes,932
US,Nebraska,Hitchcock,2684
US,Nebraska,Holt,9905
US,Nebraska,Hooker,694
US,Nebraska,Howard,6421
US,Nebraska,Jefferson,6942
US,Nebraska,Johnson,4983
US,Nebraska,Kearney,6407
US,Nebraska,Keith,8096
US,Nebraska,Keya Paha,806
US,Nebraska,Kimball,3740
US,Nebraska,Knox,8186
US,Nebraska,Lancaster,324216
US,Nebraska,Lincoln,34446
US,Nebraska,Logan,734
US,Nebraska,Loup,758
US,Nebraska,Madison,34919
US,Nebraska,McPherson,502
US,Nebraska,Merrick,7799
US,Nebraska,Morrill,4578
US,Nebraska,Nance,3545
US,Nebraska,Nemaha,7002
US,Nebraska,Nuckolls,4030
US,Nebraska,Otoe,16070
US,Nebraska,Pawnee,2593
US,Nebraska,Perkins,2869
US,Nebraska,Phelps,9090
US,Nebraska,Pierce,7154
US,Nebraska,Platte,33836
US,Nebraska,Polk,5159
US,Nebraska,Red Willow,10762
US,Nebraska,Richardson,7719
US,Nebraska,Rock,1369
US,Nebraska,Saline,14000
US,Nebraska,Sarpy,193464
US,Nebraska,Saunders,22186
US,Nebraska,Scotts Bluff,35004
US,Nebraska,Seward,17306
US,Nebraska,Sheridan,5360
US,Nebraska,Sherman,2915
US,Nebraska,Sioux,1126
US,Nebraska,Stanton,5820
US,Nebraska,Thayer,4931
US,Nebraska,Thomas,738
US,Nebraska,Thurston,7124
US,Nebraska,Unassigned,0
US,Nebraska,Valley,4080
US,Nebraska,Washington,20953
US,Nebraska,Wayne,9519
US,Nebraska,Webster,3393
US,Nebraska,Wheeler,745
US,Nebraska,York,1351
US,Nevada,Carson City,57344
US,Nevada,Churchill,25715
US,Nevada,Clark,2347920
US,Nevada,Douglas,49737
US,Nevada,Elko,20451
US,Nevada,Elko County,53256
US,Nevada,Esmeralda,965
US,Nevada,Eureka,2091
US,Nevada,Humboldt,16937
US,Nevada,Lander,5502
US,Nevada,Lincoln,5075
US,Nevada,Lyon,60904
US,Nevada,Mineral,4427
US,Nevada,Nye,49197
US,Nevada,Pershing,6805
US,Nevada,Storey,4407
US,Nevada,Unassigned,0
US,Nevada,Washoe,485849
US,Nevada,White Pine,9660
US,New Hampshire,Belknap,61619
US,New Hampshire,Carroll,49222
US,New Hampshire,Cheshire,76453
US,New Hampshire,Coos,31717
US,New Hampshire,Grafton,90256
US,New Hampshire,Hillsborough,421815
US,New Hampshire,Merrimack,152873
US,New Hampshire,Nashua,107219
US,New Hampshire,Rockingham,312733
US,New Hampshire,Strafford,132305
US,New Hampshire,Sullivan,43210
US,New Hampshire,Unassigned,0
US,New Jersey,Atlantic,263032
US,New Jersey,Bergen,930974
US,New Jersey,Burlington,446557
US,New Jersey,Camden,506707
US,New Jersey,Cape May,91225
US,New Jersey,Cumberland,147311
US,New Jersey,Essex,799785
US,New Jersey,Gloucester,291858
US,New Jersey,Hudson,673311
US,New Jersey,Hunterdon,123499
US,New Jersey,Mercer,365914
US,New Jersey,Middlesex,822842
US,New Jersey,Monmouth,615467
US,New Jersey,Morris,489395
US,New Jersey,Ocean,618602
US,New Jersey,Passaic,499112
US,New Jersey,Salem,61663
US,New Jersey,Somerset,326440
US,New Jersey,Sussex,139862
US,New Jersey,Unassigned,0
US,New Jersey,Union,556219
US,New Jersey,Warren,104745
US,New Mexico,Bernalillo,681295
US,New Mexico,Catron,3473
US,New Mexico,Chaves,64737
US,New Mexico,Cibola,26493
US,New Mexico,Colfax,11681
US,New Mexico,Curry,48186
US,New Mexico,De Baca,1686
US,New Mexico,Dona Ana,220029
US,New Mexico,Eddy,59922
US,New Mexico,Grant,26388
US,New Mexico,Guadalupe,4232
US,New Mexico,Harding,575
US,New Mexico,Hidalgo,4132
US,New Mexico,Lea,74124
US,New Mexico,Lincoln,19680
US,New Mexico,Los Alamos,20131
US,New Mexico,Luna,23373
US,New Mexico,McKinley,70279
US,New Mexico,Mora,4589
US,New Mexico,Otero,69152
US,New Mexico,Quay,8275
US,New Mexico,Rio Arriba,38717
US,New Mexico,Roosevelt,17982
US,New Mexico,San Juan,120876
US,New Mexico,San Miguel,26871
US,New Mexico,Sandoval,150052
US,New Mexico,Santa Fe,151552
US,New Mexico,Sierra,10475
US,New Mexico,Socorro,16503
US,New Mexico,Taos,32771
US,New Mexico,Torrance,15359
US,New Mexico,Unassigned,0
US,New Mexico,Union,3961
US,New Mexico,Valencia,77454
US,New York,Albany,303348
US,New York,Allegany,45609
US,New York,Bronx,1390450
US,New York,Broome,187614
US,New York,Cattaraugus,74899
US,New York,Cayuga,75486
US,New York,Chautauqua,125765
US,New York,Chemung,82498
US,New York,Chenango,46731
US,New York,Clinton,80097
US,New York,Columbia,58813
US,New York,Cortland,47299
US,New York,Delaware,43353
US,New York,Dutchess,294776
US,New York,Erie,916672
US,New York,Essex,36079
US,New York,Franklin,49508
US,New York,Fulton,52883
US,New York,Genesee,56866
US,New York,Greene,46802
US,New York,Hamilton,4384
US,New York,Herkimer,60531
US,New York,Jefferson,105770
US,New York,Kings,2523560
US,New York,Lewis,25916
US,New York,Livingston,62316
US,New York,Madison,70589
US,New York,Monroe,739582
US,New York,Montgomery,48875
US,New York,Nassau,1355700
US,New York,New York,1628010
US,New York,New York City,19299981
US,New York,Niagara,207723
US,New York,Oneida,227065
US,New York,Onondaga,458286
US,New York,Ontario,109855
US,New York,Orange,390568
US,New York,Orleans,39746
US,New York,Oswego,116342
US,New York,Otsego,58859
US,New York,Out of NY,0
US,New York,Putnam,97332
US,New York,Queens,2212360
US,New York,Rensselaer,157576
US,New York,Richmond,475909
US,New York,Rockland,326323
US,New York,Saratoga,229249
US,New York,Schenectady,155739
US,New York,Schoharie,30705
US,New York,Schuyler,17653
US,New York,Seneca,33690
US,New York,St. Lawrence,106566
US,New York,Steuben,94417
US,New York,Suffolk,1468140
US,New York,Sullivan,75498
US,New York,Tioga,47727
US,New York,Tompkins,101702
US,New York,Ulster,175883
US,New York,Unassigned,0
US,New York,Warren,63402
US,New York,Washington,61064
US,New York,Wayne,89354
US,New York,Westchester,966092
US,New York,Wyoming,39531
US,New York,Yates,24837
US,North Carolina,Alamance,175499
US,North Carolina,Alexander,37829
US,North Carolina,Alleghany,11135
US,North Carolina,Anson,24398
US,North Carolina,Ashe,27411
US,North Carolina,Avery,17615
US,North Carolina,Beaufort,46870
US,North Carolina,Bertie,18629
US,North Carolina,Bladen,31864
US,North Carolina,Brunswick,154700
US,North Carolina,Buncombe,265055
US,North Carolina,Burke,90645
US,North Carolina,Cabarrus,226165
US,North Carolina,Caldwell,82482
US,North Carolina,Camden,11249
US,North Carolina,Carteret,69543
US,North Carolina,Caswell,22544
US,North Carolina,Catawba,161279
US,North Carolina,Chatham,77156
US,North Carolina,Cherokee,29098
US,North Carolina,Chowan,13699
US,North Carolina,Clay,11445
US,North Carolina,Cleveland,98803
US,North Carolina,Columbus,54886
US,North Carolina,Craven,101741
US,North Carolina,Cumberland,339667
US,North Carolina,Currituck,29257
US,North Carolina,Dare,37813
US,North Carolina,Davidson,170111
US,North Carolina,Davie,43412
US,North Carolina,Duplin,58241
US,North Carolina,Durham,330506
US,North Carolina,Edgecombe,50448
US,North Carolina,Forsyth,388453
US,North Carolina,Franklin,73805
US,North Carolina,Gaston,228327
US,North Carolina,Gates,11560
US,North Carolina,Graham,8401
US,North Carolina,Granville,61371
US,North Carolina,Greene,20995
US,North Carolina,Guilford,546308
US,North Carolina,Halifax,48762
US,North Carolina,Harnett,139256
US,North Carolina,Haywood,63171
US,North Carolina,Henderson,119251
US,North Carolina,Hertford,23275
US,North Carolina,Hoke,56312
US,North Carolina,Hyde,4759
US,North Carolina,Iredell,188754
US,North Carolina,Jackson,44614
US,North Carolina,Johnston,222633
US,North Carolina,Jones,9031
US,North Carolina,Lee,62921
US,North Carolina,Lenoir,55867
US,North Carolina,Lincoln,90149
US,North Carolina,Macon,37026
US,North Carolina,Madison,21935
US,North Carolina,Martin,22000
US,North Carolina,McDowell,46338
US,North Carolina,Mecklenburg,1143570
US,North Carolina,Mitchell,14900
US,North Carolina,Montgomery,27365
US,North Carolina,Moore,105030
US,North Carolina,Nash,94706
US,North Carolina,New Hanover,238907
US,North Carolina,Northampton,19053
US,North Carolina,Onslow,199984
US,North Carolina,Orange,149468
US,North Carolina,Pamlico,12912
US,North Carolina,Pasquotank,40306
US,North Carolina,Pender,65146
US,North Carolina,Perquimans,13627
US,North Carolina,Person,39598
US,North Carolina,Pitt,183076
US,North Carolina,Polk,20836
US,North Carolina,Randolph,144503
US,North Carolina,Richmond,44711
US,North Carolina,Robeson,128107
US,North Carolina,Rockingham,91796
US,North Carolina,Rowan,144008
US,North Carolina,Rutherford,67537
US,North Carolina,Sampson,63903
US,North Carolina,Scotland,34967
US,North Carolina,Stanly,64058
US,North Carolina,Stokes,45751
US,North Carolina,Surry,71431
US,North Carolina,Swain,14315
US,North Carolina,Transylvania,34809
US,North Carolina,Tyrrell,3818
US,North Carolina,Unassigned,0
US,North Carolina,Union,247917
US,North Carolina,Vance,44335
US,North Carolina,Wake,1152740
US,North Carolina,Warren,19555
US,North Carolina,Washington,11202
US,North Carolina,Watauga,56463
US,North Carolina,Wayne,122919
US,North Carolina,Wilkes,68110
US,North Carolina,Wilson,82619
US,North Carolina,Yadkin,38039
US,North Carolina,Yancey,18461
US,North Dakota,Adams,2096
US,North Dakota,Barnes,10191
US,North Dakota,Benson,6580
US,North Dakota,Billings,948
US,North Dakota,Bottineau,6050
US,North Dakota,Bowman,2938
US,North Dakota,Burke,2157
US,North Dakota,Burleigh,96326
US,North Dakota,Cass,185181
US,North Dakota,Cavalier,3664
US,North Dakota,Dickey,4754
US,North Dakota,Divide,2264
US,North Dakota,Dunn,4616
US,North Dakota,Eddy,2243
US,North Dakota,Emmons,3167
US,North Dakota,Foster,3216
US,North Dakota,Golden Valley,1757
US,North Dakota,Grand Forks,67643
US,North Dakota,Grant,2114
US,North Dakota,Griggs,2237
US,North Dakota,Hettinger,2491
US,North Dakota,Kidder,2534
US,North Dakota,LaMoure,3988
US,North Dakota,Logan,1776
US,North Dakota,McHenry,5619
US,North Dakota,McIntosh,2359
US,North Dakota,McKenzie,17884
US,North Dakota,McLean,9292
US,North Dakota,Mercer,8029
US,North Dakota,Morton,31976
US,North Dakota,Mountrail,11157
US,North Dakota,Nelson,2867
US,North Dakota,Oliver,1987
US,North Dakota,Pembina,6613
US,North Dakota,Pierce,3785
US,North Dakota,Ramsey,11397
US,North Dakota,Ransom,5206
US,North Dakota,Renville,2265
US,North Dakota,Richland,16073
US,North Dakota,Rolette,13830
US,North Dakota,Sargent,3992
US,North Dakota,Sheridan,1261
US,North Dakota,Sioux,3936
US,North Dakota,Slope,728
US,North Dakota,Stark,32681
US,North Dakota,Steele,1886
US,North Dakota,Stutsman,20362
US,North Dakota,Towner,2197
US,North Dakota,Traill,8068
US,North Dakota,Unassigned,0
US,North Dakota,Walsh,10633
US,North Dakota,Ward,67497
US,North Dakota,Wells,3686
US,North Dakota,Williams,41829
US,Northern Mariana Islands,NULL,57917
US,Ohio,Adams,27706
US,Ohio,Allen,101603
US,Ohio,Ashland,53040
US,Ohio,Ashtabula,96549
US,Ohio,Athens,64943
US,Ohio,Auglaize,45496
US,Ohio,Belmont,65952
US,Ohio,Brown,43156
US,Ohio,Butler,385402
US,Ohio,Carroll,26578
US,Ohio,Champaign,39085
US,Ohio,Clark,133193
US,Ohio,Clermont,208232
US,Ohio,Clinton,41734
US,Ohio,Columbiana,100703
US,Ohio,Coshocton,36608
US,Ohio,Crawford,41514
US,Ohio,Cuyahoga,1221780
US,Ohio,Darke,50741
US,Ohio,Defiance,38083
US,Ohio,Delaware,217349
US,Ohio,Erie,73772
US,Ohio,Fairfield,160758
US,Ohio,Fayette,28269
US,Ohio,Franklin,1334870
US,Ohio,Fulton,41844
US,Ohio,Gallia,29804
US,Ohio,Geauga,93057
US,Ohio,Greene,171919
US,Ohio,Guernsey,38603
US,Ohio,Hamilton,821529
US,Ohio,Hancock,75509
US,Ohio,Hardin,31259
US,Ohio,Harrison,14786
US,Ohio,Henry,26836
US,Ohio,Highland,43379
US,Ohio,Hocking,28078
US,Ohio,Holmes,44042
US,Ohio,Huron,58070
US,Ohio,Jackson,32507
US,Ohio,Jefferson,64427
US,Ohio,Knox,63166
US,Ohio,Lake,230243
US,Ohio,Lawrence,58855
US,Ohio,Licking,179254
US,Ohio,Logan,46352
US,Ohio,Lorain,311395
US,Ohio,Lucas,425820
US,Ohio,Madison,45415
US,Ohio,Mahoning,227617
US,Ohio,Marion,64425
US,Ohio,Medina,181282
US,Ohio,Meigs,22593
US,Ohio,Mercer,41612
US,Ohio,Miami,108877
US,Ohio,Monroe,13388
US,Ohio,Montgomery,531861
US,Ohio,Morgan,14362
US,Ohio,Morrow,35758
US,Ohio,Muskingum,86383
US,Ohio,Noble,14578
US,Ohio,Ottawa,40037
US,Ohio,Paulding,18532
US,Ohio,Perry,36324
US,Ohio,Pickaway,59217
US,Ohio,Pike,27452
US,Ohio,Portage,162394
US,Ohio,Preble,40624
US,Ohio,Putnam,33979
US,Ohio,Richland,121488
US,Ohio,Ross,76230
US,Ohio,Sandusky,58074
US,Ohio,Scioto,74982
US,Ohio,Seneca,55146
US,Ohio,Shelby,48526
US,Ohio,Stark,369322
US,Ohio,Summit,540333
US,Ohio,Trumbull,196844
US,Ohio,Tuscarawas,91803
US,Ohio,Unassigned,0
US,Ohio,Union,61400
US,Ohio,Van Wert,28319
US,Ohio,Vinton,12965
US,Ohio,Warren,239916
US,Ohio,Washington,59511
US,Ohio,Wayne,115550
US,Ohio,Williams,36598
US,Ohio,Wood,131569
US,Ohio,Wyandot,21480
US,Oklahoma,Adair,22134
US,Oklahoma,Alfalfa,5576
US,Oklahoma,Atoka,13684
US,Oklahoma,Beaver,5297
US,Oklahoma,Beckham,22137
US,Oklahoma,Blaine,9379
US,Oklahoma,Bryan,49603
US,Oklahoma,Caddo,28230
US,Oklahoma,Canadian,156066
US,Oklahoma,Carter,47907
US,Oklahoma,Cherokee,48757
US,Oklahoma,Choctaw,14620
US,Oklahoma,Cimarron,2081
US,Oklahoma,Cleveland,289710
US,Oklahoma,Coal,5445
US,Oklahoma,Comanche,121191
US,Oklahoma,Cotton,5358
US,Oklahoma,Craig,13826
US,Oklahoma,Creek,71106
US,Oklahoma,Custer,29019
US,Oklahoma,Delaware,43399
US,Oklahoma,Dewey,4811
US,Oklahoma,Ellis,3699
US,Oklahoma,Garfield,60978
US,Oklahoma,Garvin,27641
US,Oklahoma,Grady,56606
US,Oklahoma,Grant,4357
US,Oklahoma,Greer,5508
US,Oklahoma,Harmon,2577
US,Oklahoma,Harper,3610
US,Oklahoma,Haskell,12609
US,Oklahoma,Hughes,13227
